code,description
846221,"Machine-tools: bending, folding, straightening or flattening machines (including presses), numerically controlled, for working metal"
846229,"Machine-tools: bending, folding, straightening or flattening machines (including presses), (other than numerically controlled), for working metal"
846231,"Machine-tools: shearing machines (including presses), (other than combined punching and shearing machines), numerically controlled, for working metal"
846239,"Machine-tools: shearing machines (including presses), (other than combined punching and shearing machines, other than numerically controlled), for working metal"
846241,"Machine-tools: punching or notching machines (including presses), including combined punching and shearing machines, numerically controlled, for working metal"
846249,"Machine-tools: punching or notching machines (including presses), including combined punching and shearing machines, (not numerically controlled), for working metal"
846291,"Machine-tools: presses for working metal or metal carbides, n.e.s. in heading no. 8462, hydraulic presses"
846299,"Machine-tools: presses for working metal or metal carbides, n.e.s. in heading no. 8462, other than hydraulic presses"
846310,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, draw-benches for bars, tubes, profiles, wire or the like"
846320,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, thread rolling machines"
846330,"Machine-tools: machines for working wire, without removing material"
846390,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, n.e.s. in heading no. 8463"
846410,"Machine-tools: sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
846420,"Machine-tools: grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
846490,"Machine-tools: for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass, (other than sawing, grinding or polishing machines)"
846510,"Machine-tools: which can carry out different types of machining operations without tool change between such operations, for working wood, cork, bone, hard rubber, hard plastics or similar"
846591,"Machine-tools: sawing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846592,"Machine-tools: planing, milling or moulding (by cutting) machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846593,"Machine-tools: grinding, sanding or polishing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846594,"Machine-tools: bending or assembling machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846595,"Machine-tools: drilling or morticing machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846596,"Machine-tools: splitting, slicing or paring machines, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846599,"Machine-tools: n.e.s. in heading no. 8465, for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
846610,"Machine-tools: parts and accessories, tool holders and self-opening dieheads"
846620,"Machine-tools: parts and accessories, work holders"
846630,"Machine-tools: parts and accessories, dividing heads and other special attachments for machine-tools"
846691,"Machine-tools: parts and accessories, for the machines of heading no. 8464"
846692,"Machine-tools: parts and accessories, for the machines of heading no. 8465"
846693,"Machine-tools: parts and accessories, for the machines of heading no. 8456 to 8461"
846694,"Machine-tools: parts and accessories, of the machines of heading no. 8462 or 8463"
846711,"Tools: for working in the hand, pneumatic, rotary type (including combined rotary-percussion)"
846719,"Tools: for working in the hand, pneumatic, other than rotary type"
846781,"Tools: for working in the hand, chain saws with self-contained non-electric motor"
846789,"Tools: for working in the hand, (other than chain saws), with self-contained non-electric motor"
846791,"Tools: for working in the hand, parts of chain saws, with self-contained non-electric motor"
846792,"Tools: for working in the hand, parts of pneumatic tools"
846799,"Tools: for working in the hand, parts n.e.s. in item no. 8467.9"
846810,"Machinery and apparatus: hand-held blow pipes for soldering, brazing or welding, whether or not capable of cutting"
846820,"Machinery and apparatus: gas operated machinery and apparatus n.e.s. in item no. 8468.10, for soldering, brazing or welding, whether or not capable of cutting"
846880,"Machinery and apparatus: for soldering, brazing or welding, whether or not capable of cutting, n.e.s. in heading no. 8468"
846890,"Machinery and apparatus: parts, soldering, brazing or welding, whether or not capable of cutting, parts thereof"
846910,"Typewriters, automatic and word processing machines"
846921,"Typewriters: electric, weighing not more than 12kg, excluding case"
846929,"Typewriters: electric, weighing more than 12kg, excluding case"
846931,"Typewriters: non-electric, weighing not more than 12kg, excluding case"
846939,"Typewriters: non-electric, weighing more than 12kg, excluding case"
847010,"Calculators: electronic, capable of operation without an external source of electric power"
847021,"Calculating machines: electronic, incorporating a printing device, needing an external source of power"
847029,"Calculating machines: electronic, (not incorporating a printing device), needing an external power source"
847030,Calculating machines: non-electronic
847040,Accounting machines
847050,Cash registers
847090,"Postage-franking machines, ticket-issuing machines which print tickets"
847110,Data processing machines: analogue or hybrid automatic type
847120,"Data processing machines: digital automatic, containing in the same housing at least a central processing unit and input and output unit, whether or not combined"
847191,"Digital processing units: whether or not presented with the rest of a system, which may contain in the same housing one or two of the following: storage units, input units, output units"
847192,"Data processing machinery: input or output units, whether or not presented with the rest of a system or containing storage units in the same housing"
847193,"Data processing machinery: storage units, whether or not presented with the rest of a system"
847199,Data processing machinery: n.e.s in heading no. 8471
847210,Duplicating machines
847220,Addressing machines and address plate embossing machines
847230,"Machines: for sorting or folding mail or for inserting mail in envelopes or bands, for opening, closing or sealing mail, for affixing or cancelling postage stamps"
847290,"Office machines: automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines"
847310,Typewriters and word-processing machines: parts and accessories of heading no. 8469
847321,"Calculating machines: parts and accessories of item no. 8470.10, 8470.21 or 8470.29"
847329,"Machines: parts and accessories of heading no. 8470, (not of 8470.10, 8470.21 or 8470.29)"
847330,"Machines: parts and accessories of automatic data processing, magnetic or optical readers, digital processing units"
847340,"Machines: parts and accessories, of heading no. 8472"
847410,"Machines: for sorting, screening, separating or washing earth, stone, ores or other mineral substances"
847420,"Machines: for crushing or grinding earth, stone, ores or other mineral substances"
847431,Machines: concrete or mortar mixers
847432,Machines: for mixing mineral substances with bitumen
847439,"Machines: for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen"
847480,"Machines: for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand"
847490,"Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand: parts"
847510,"Machines: for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes"
847520,Machines: for manufacturing or hot working glass or glassware
847590,"Machines: parts, of those for assembling electric or electronic lamps, tubes, valves or flashbulbs, in glass envelopes and manufacturing or hot working glass or glassware"
847611,"Machines: automatic goods-vending machines, incorporating heating or refrigerating devices (eg food or beverage machines)"
847619,"Machines: automatic goods-vending machines, not incorporating heating or refrigerating devices (eg postage stamp, cigarette, food or beverages and money-changing machines)"
847690,Machines: parts of automatic goods-vending machines
847710,"Machinery: injection moulding, for rubber or plastics"
847720,"Machinery: extruding, for rubber or plastics"
847730,"Machinery: blow moulding, for rubber or plastics"
847740,Machinery: vacuum moulding and other thermoforming machines for rubber or plastics
847751,Machinery: for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes
847759,"Machinery: for moulding or forming, other than for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes"
847780,Machinery: for working rubber or plastics n.e.s. in heading no. 8477
847790,Machinery: parts of those for working rubber or plastics
847810,"Machinery: for preparing or making up tobacco, n.e.s. in this chapter"
847890,"Machinery: parts of those for preparing or making up tobacco, n.e.s. in this chapter"
847910,"Machinery and mechanical appliances: for public works, building or the like"
847920,Machinery: for the extraction or preparation of animal or fixed vegetable fats or oils
847930,Machinery and mechanical appliances: presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork
847940,Machines: for making rope or cable
847981,"Machines and mechanical appliances: for treating metal, including electric wire coil-winders"
847982,"Machines: for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring"
847989,"Machines and mechanical appliances: n.e.s. in item no. 8479.8, having individual functions"
847990,"Machines and mechanical appliances: parts, of those having individual functions"
848010,Moulding boxes: for metal foundry
848020,"Mould bases: for metal, metal carbides, glass, mineral materials, rubber or plastics"
848030,"Moulding patterns: of metal, metal carbides, glass, mineral materials, rubber or plastics"
848041,"Moulds: for metal or metal carbides, injection or compression types"
848049,"Moulds: for metal or metal carbides, other than injection or compression types"
848050,Moulds: for glass
848060,Moulds: for mineral materials
848071,"Moulds: for rubber or plastics, injection or compression types"
848079,"Moulds: for rubber or plastics, other than injection or compression types"
848110,"Valves: pressure reducing, for pipes, boiler shells, tanks, vats or the like"
848120,Valves: for oleohydraulic or pneumatic transmissions
848130,"Valves: check valves, for pipes, boiler shells, tanks, vats or the like"
848140,"Valves: safety or relief valves, for pipes, boiler shells, tanks, vats or the like"
848180,"Taps, cocks, valves and similar appliances: for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves"
848190,"Taps, cocks, valves and similar appliances: parts thereof"
848210,Ball bearings
848220,"Bearings: tapered roller bearings, including cone and tapered roller assemblies"
848230,Bearings: spherical roller bearings
848240,Bearings: needle roller bearings
848250,Bearings: cylindrical roller bearings n.e.s. in heading no. 8482
848280,"Bearings: n.e.s. in heading no. 8482, including combined ball/roller"
848291,"Bearings: parts, balls, needles and rollers"
848299,"Bearings: parts, (other than balls, needles and rollers)"
848310,Transmission shafts (including cam shafts and crank shafts) and cranks
848320,"Bearing housings, incorporating ball or roller bearings"
848330,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings"
848340,"Gears and gearing: (not toothed wheels, chain sprockets and other transmission elements presented separately): ball screws: gear boxes and other speed changers, including torque converters"
848350,"Pulleys and flywheels, including pulley blocks"
848360,Clutches and shaft couplings (including universal joints)
848390,"Transmission components: parts of those components of heading no. 8483, designed for use solely or principally with a particular machine or appliance"
848410,Gaskets and similar joints: of metal sheeting combined with other material or two or more layers of metal
848490,"Gasket sets or assortments of gaskets and similar joints: dissimilar in composition, put up in pouches, envelopes or similar packings"
848510,Ships' propellers and blades therefor
848590,"Machinery: parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.s. in chapter 84"
850110,Electric motors: of an output not exceeding 37.5W
850120,Electric motors: universal AC/DC of an output exceeding 37.5W
850131,"Electric motors and generators: DC, of an output not exceeding 750W"
850132,"Electric motors and generators: DC, of an output exceeding 750W but not exceeding 75kW"
850133,"Electric motors and generators: DC, of an output exceeding 75kW but not exceeding 375kW"
850134,"Electric motors and generators: DC, of an output exceeding 375kW"
850140,"Electric motors: AC motors, single-phase"
850151,"Electric motors: AC motors, multi-phase, of an output not exceeding 750W"
850152,"Electric motors: AC motors, multi-phase, of an output exceeding 750W but not exceeding 75kW"
850153,"Electric motors: AC motors, multi-phase, of an output exceeding 75kW"
850161,"Generators: AC generators, (alternators), of an output not exceeding 75kVA"
850162,"Electric generators: AC generators, (alternators), of an output exceeding 75kVA but not exceeding 375kVA"
850163,"Electric generators: AC generators, (alternators), of an output exceeding 375kVA but not exceeding 750kVA"
850164,"Electric generators: AC generators, (alternators), of an output exceeding 750kVA"
850211,"Electric generating sets: with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA"
850212,"Electric generating sets: with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 75kVA but not exceeding 375kVA"
850213,"Electric generating sets: with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA"
850220,Electric generating sets: with spark-ignition internal combustion piston engines
850230,Electric generating sets: n.e.s. in heading no. 8502
850240,Electric rotary converters
850300,Electric motors and generators: parts suitable for use solely or principally with the machines of heading no. 8501 or 8502
850410,Discharge lamps or tubes: ballasts therefor
850421,"Electrical transformers: liquid dielectric, having a power handling capacity not exceeding 650kVA"
850422,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA"
850423,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 10,000kVA"
850431,"Electrical transformers: n.e.s. in item no. 8504.2, having a power handling capacity not exceeding 1kVA"
850432,"Transformers: n.e.s. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA"
850433,"Transformers: n.e.s. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA"
850434,"Transformers: n.e.s. in item no. 8504.2, having a power handling capacity exceeding 500kVA"
850440,Electrical static converters
850450,Electrical inductors: n.e.s. in heading no. 8504
850490,"Electrical transformers, static converters and inductors: parts thereof"
850511,"Magnets: permanent magnets and articles intended to become permanent magnets after magnetisation, of metal"
850519,"Magnets: permanent magnets and articles intended to become permanent magnets after magnetisation, other than of metal"
850520,"Magnets: electro-magnetic couplings, clutches and brakes"
850530,Magnets: electro-magnetic lifting heads
850590,"Magnets: electro-magnets, holding devices and parts n.e.s. in heading no. 8505"
850611,"Cells and batteries: primary, of an external volume not exceeding 300cm3, manganese dioxide"
850612,"Cells and batteries: primary, of an external volume not exceeding 300cm3, mercuric oxide"
850613,"Cells and batteries: primary, of an external volume not exceeding 300cm3, silver oxide"
850619,"Cells and batteries: primary, of an external volume not exceeding 300cm3, n.e.s. in heading no. 8506"
850620,"Cells and batteries: primary, of an external volume exceeding 300cm3"
850690,"Cells and batteries: primary, parts thereof"
850710,"Electric accumulators: lead-acid, of a kind used for starting piston engines, including separators, whether or not rectangular (including square)"
850720,"Electric accumulators: lead-acid, (other than for starting piston engines), including separators, whether or not rectangular (including square)"
850730,"Electric accumulators: nickel-cadmium, including separators, whether or not rectangular (including square)"
850740,"Electric accumulators: nickel-iron, including separators, whether or not rectangular (including square)"
850780,"Electric accumulators: n.e.s. in heading no. 8507, including separators, whether or not rectangular (including square)"
850790,Electric accumulators: parts n.e.s. in heading no. 8507
850810,"Electro-mechanical tools: drills of all kinds, for working in the hand, with self-contained electric motor"
850820,"Electro-mechanical tools: saws, for working in the hand, with self-contained electric motor"
850880,"Electro-mechanical tools: (other than drills and saws), for working in the hand, with self-contained electric motor"
850890,Electro-mechanical tools: parts of the tools of heading no. 8508
850910,Electro-mechanical domestic appliances: vacuum cleaners with self-contained electric motor
850920,Electro-mechanical domestic appliances: floor polishers with self-contained electric motor
850930,Electro-mechanical domestic appliances: kitchen waste disposers with self-contained electric motor
850940,"Electro-mechanical domestic appliances: food grinders and mixers, fruit or vegetable juice extractors, with self-contained electric motor"
850980,"Electro-mechanical domestic appliances: n.e.s. in heading no. 8509, with self-contained electric motor"
850990,"Electro-mechanical domestic appliances: parts for the appliances of heading no. 8509, with a self-contained electric motor"
851010,Shavers: with self-contained electric motor
851020,Hair clippers: with a self-contained electric motor
851090,Shavers and hair clippers: parts of those with self-contained electric motor
851110,"Ignition or starting equipment: spark plugs, of a kind used for spark or compression-ignition internal combustion engines"
851120,"Ignition or starting equipment: ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines"
851130,Ignition or starting equipment: distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines
851140,"Ignition or starting equipment: starter motors and dual purpose starter-generators, of a kind used for spark or compression-ignition internal combustion engines"
851150,"Ignition or starting equipment: generators n.e.s. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines"
851180,"Ignition or starting equipment: n.e.s. in heading no. 8511, of a kind used for spark or compression-ignition internal combustion engines"
851190,"Ignition or starting equipment: parts of the equipment of heading no. 8511, for use in spark-ignition or compression-ignition internal combustion engines"
851210,"Lighting or visual signalling equipment: electrical, of a kind used on bicycles, excluding articles of heading no. 8539"
851220,"Lighting or visual signalling equipment: electrical, of a kind used on motor vehicles (excluding articles of heading no. 8539)"
851230,"Sound signalling equipment: electrical, used on cycles or motor vehicles (excluding articles of heading no. 8539)"
851240,"Windscreen wipers, defrosters and demisters: electrical, of kinds used for cycles or motor vehicles"
851290,"Lighting or signalling equipment: electrical, (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters: parts, of those kinds used for cycles or motor vehicles"
851310,"Lamps: portable, electric, designed to function by their own source of energy (excluding lighting equipment of heading no. 8512)"
851390,"Lamps: parts of portable, electric lamps of heading no. 8513, designed to function by their own source of energy"
851410,"Furnaces and ovens: industrial or laboratory electric, resistance heated"
851420,Furnaces and ovens: industrial or laboratory induction or dielectric
851430,"Furnaces and ovens: industrial or laboratory electric, other than induction dielectric or resistance heated"
851440,"Heating equipment: induction or dielectric, industrial or laboratory, other than furnaces and ovens"
851490,"Furnaces, ovens and heating equipment: parts of the industrial or laboratory equipment of heading no. 8514"
851511,"Brazing or soldering machines and apparatus: soldering irons and guns, whether or not capable of cutting"
851519,"Brazing or soldering machines and apparatus: other than soldering irons and guns, whether or not capable of cutting"
851521,"Welding machines and apparatus: for resistance welding of metal, fully or partly automatic, whether or not capable of cutting"
851529,"Welding machines and apparatus: for resistance welding of metal, other than fully or partly automatic, whether or not capable of cutting"
851531,"Welding machines and apparatus: for arc (including plasma arc) welding of metals, fully or partly automatic, whether or not capable of cutting"
851539,"Welding machines and apparatus: for arc (including plasma arc) welding of metals, other than fully or partly automatic, whether or not capable of cutting"
851580,"Welding machines and apparatus: n.e.s. in heading no. 8515, whether or not capable of cutting"
851590,"Welding, brazing or soldering machines: parts of the machines of heading no. 8515"
851610,"Heaters: electric, instantaneous or storage water and immersion heaters"
851621,Heating apparatus: electric storage heating radiators
851629,Heating apparatus: electric soil heating apparatus and space heating apparatus (excluding storage heating radiators)
851631,Hair-dressing apparatus: electro-thermic hair dryers
851632,"Hair-dressing apparatus: electro-thermic, other than hair dryers"
851633,Hand-drying apparatus: electro-thermic
851640,Smoothing irons: electric
851650,"Ovens: microwave, of a kind used for domestic purposes"
851660,"Ovens, cookers, cooking plates, boiling rings, grillers and roasters: of a kind used for domestic purposes (excluding microwaves)"
851671,"Electro-thermic appliances: coffee or tea makers, of a kind used for domestic purposes"
851672,"Electro-thermic appliances: toasters, of a kind used for domestic purposes"
851679,"Electro-thermic appliances: n.e.s. in heading no. 8516, used for domestic purposes"
851680,"Resistors: electric heating, other than those of heading no. 8545"
851690,"Electro-thermic appliances: parts, of heating resistors, of water, space and soil heaters, hair-dressing apparatus, hand dryers, smoothing irons and other domestic appliances of heading no. 8516"
851710,Line telephony or telegraphy apparatus: telephone sets
851720,Line telephony or telegraphy apparatus: teleprinters
851730,Line telephony or telegraphy apparatus: telephonic or telegraphic switching apparatus
851740,"Line telephony or telegraphy apparatus: for carrier-current line systems, n.e.s. in heading no. 8517"
851781,Telephonic apparatus: n.e.s. in heading no. 8517
851782,Telegraphic apparatus: n.e.s. in heading no. 8517
851790,"Line telephony or telegraphy apparatus: electrical, parts of the apparatus of heading no. 8517"
851810,Microphones and stands therefor
851821,"Loudspeakers: single, mounted in their enclosures"
851822,"Loudspeakers: multiple, mounted in the same enclosure"
851829,Loudspeakers: not mounted in their enclosures
851830,"Headphones, earphones and combined microphone/speaker sets"
851840,Amplifiers: audio-frequency electric
851850,Amplifier sets: electric sound
851890,"Microphones, headphones, earphones, amplifier equipment: parts of the equipment of heading no. 8518"
851910,"Sound reproducing apparatus: coin or disc-operated record players, not incorporating a sound recording device"
851921,"Sound reproducing apparatus: record players without loudspeaker, other than coin or disc-operated, not incorporating a sound recording device"
851929,"Sound reproducing apparatus: record players with loudspeaker, other than coin or disc-operated, not incorporating a sound recording device"
851931,"Sound reproducing apparatus: turntables (record-decks), with automatic record changing mechanism, not incorporating a sound recording device"
851939,"Sound reproducing apparatus: turntables (record-decks), without automatic record changing mechanism, not incorporating a sound recording device"
851940,"Sound reproducing apparatus: transcribing machines, not incorporating a sound recording device"
851991,"Sound reproducing apparatus: cassette-type, n.e.s. in heading no. 8519, not incorporating a sound recording device"
851999,"Sound reproducing apparatus: other than cassette-type, n.e.s. in heading no. 8519, not incorporating a sound recording device"
852010,"Sound recording apparatus: dictating machines, not capable of operating without an external source of power, whether or not incorporating a sound reproducing device"
852020,"Sound recording apparatus: telephone answering machines, whether or not incorporating a sound reproducing device"
852031,"Sound recording apparatus: magnetic tape recorders, cassette-type, incorporating a sound reproducing apparatus"
852039,"Sound recording apparatus: magnetic tape recorders (n.e.s. in item no. 8520.10 or 8520.20), incorporating sound reproducing apparatus, other than cassette-type"
852090,"Sound recording apparatus: n.e.s. in heading no. 8520, whether or not incorporating sound reproducing apparatus"
852110,Video recording or reproducing apparatus: magnetic tape-type
852190,Video recording or reproducing apparatus: other than magnetic tape-type
852210,"Sound recording or reproducing apparatus: parts and accessories thereof, pick-up cartridges"
852290,"Sound recording or reproducing apparatus: parts and accessories thereof, other than pick-up cartridges"
852311,"Media, unrecorded: magnetic tapes, prepared, of a width not exceeding 4mm, for sound or similar recording of other phenomena (excluding products of chapter 37)"
852312,"Media, unrecorded: magnetic tapes, prepared, of a width exceeding 4mm but not exceeding 6.5mm, for sound or similar recording of other phenomena (excluding products of chapter 37)"
852313,"Media, unrecorded: magnetic tapes, prepared, of a width exceeding 6.5mm, for sound or similar recording of other phenomena (excluding products of chapter 37)"
852320,"Media, unrecorded: magnetic discs, prepared, for sound or similar recording of other phenomena (excluding products of chapter 37)"
852390,"Media, unrecorded: prepared products n.e.s. in heading no. 8523, for sound or similar recording of other phenomena (excluding products of chapter 37)"
852410,"Media, recorded: gramophone records, for sound or other similarly recorded phenomena (excluding products of chapter 37)"
852421,"Media, recorded: magnetic tapes, (of a width not exceeding 4mm), for sound or other similarly recorded phenomena (excluding products of chapter 37)"
852422,"Media, recorded: magnetic tapes, of a width exceeding 4mm but not exceeding 6.5mm, for sound recording or similar recording of other phenomena (excluding products of chapter 37)"
852423,"Media, recorded: magnetic tapes, of a width exceeding 6.5mm, for sound or other similarly recorded phenomena (excluding products of chapter 37)"
852490,"Media, recorded: n.e.s. in heading no. 8524 for sound or similarly recorded phenomena, including matrices and masters for the production of records (excluding products of chapter 37)"
852510,"Transmission apparatus: for radio-telephony, radio-telegraphy, radio-broadcasting or television, whether or not incorporating reception or sound recording and reproducing apparatus"
852520,"Transmission apparatus: for radio-telephony, radio-telegraphy, radio-broadcasting or television, with reception apparatus, with or without sound recording or reproducing apparatus"
852530,Television cameras
852610,Radar apparatus
852691,Radio navigational aid apparatus
852692,Radio remote control apparatus
852711,"Radio-broadcast receivers: operational without external power source, combined with sound recording or reproducing apparatus, including apparatus capable of receiving radio-telephony or radio-telegraphy"
852719,"Radio-broadcast receivers: operational without external power source, without sound recording or reproducing apparatus, including apparatus capable of receiving radio-telephony or radio-telegraphy"
852721,"Radio-broadcast receivers: (not operational without external power source), combined with sound recording or reproducing apparatus, including apparatus capable of receiving radio-telephony or radio-telegraphy"
852729,"Radio-broadcast receivers: (not operational without external power source), without sound recording or reproducing apparatus, including apparatus capable of receiving radio-telephony or radio-telegraphy"
852731,"Radio-broadcast receivers: n.e.s. in heading no. 8527, combined with sound recording or reproducing apparatus, including apparatus capable of receiving radio-telephony or radio-telegraphy"
852732,"Radio broadcast receivers: n.e.s. in heading no. 8527, combined with a clock, including apparatus capable of receiving radio-telephony or radio-telegraphy"
852739,"Radio-broadcast receivers: n.e.s. in heading no. 8527, other than with sound recording, reproducing apparatus or clock, including apparatus capable of receiving radio-telephony or radio-telegraphy"
852790,"Reception apparatus: for radio-telephony, radio-telegraphy or radio-broadcasting, whether or not combined in the same housing, n.e.s. in heading no. 8527"
852810,"Television receivers: colour, whether or not combined, in the same housing, with radio broadcast receivers or sound or video recording or reproducing apparatus"
852820,"Television receivers: black and white or other monochrome, whether or not combined, in the same housing, with radio broadcast receivers or sound or video recording or reproducing apparatus"
852910,Reception and transmission apparatus: aerials and aerial reflectors of all kinds and parts suitable for use therewith
852990,"Reception and transmission apparatus: for use with the apparatus of heading no. 8525 to 8528, excluding aerials and aerial reflectors"
853010,"Signalling, safety or traffic control equipment: for railways or tramways (excluding those of heading no. 8608)"
853080,"Signalling, safety or traffic control equipment: for roads, inland waterways, parking facilities, port installations or airfields (excluding those of heading no. 8608)"
853090,"Signalling apparatus: parts of safety, traffic control equipment for railways, tramways, roads, inland waterways, airfields, parking facilities, port instalments (excluding those of heading no. 8608)"
853110,"Signalling apparatus: electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530"
853120,"Signalling apparatus: electric, sound or visual, indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED), excluding those of heading no. 8512 or 8530"
853180,"Signalling apparatus: electric, sound or visual, apparatus n.e.s. in heading no. 8531, excluding those of heading no. 8512 or 8530"
853190,"Signalling apparatus: parts of the electric, sound or visual apparatus of heading no. 8531"
853210,"Electrical capacitors: fixed, designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kVAr (power capacitors)"
853221,"Electrical capacitors: fixed, tantalum"
853222,"Electrical capacitors: fixed, aluminium electrolytic"
853223,"Electrical capacitors: fixed, ceramic dielectric, single layer"
853224,"Electrical capacitors: fixed, ceramic dielectric, multilayer"
853225,"Electrical capacitors: fixed, dielectric of paper or plastics"
853229,"Electrical capacitors: fixed, n.e.s. in heading no. 8532"
853230,Electrical capacitors: variable or adjustable (pre-set) capacitors
853290,Electrical capacitors: parts of the capacitors of heading no. 8532
853310,"Electrical resistors: fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)"
853321,"Electrical resistors: fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)"
853329,"Electrical resistors: fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)"
853331,"Electrical resistors: wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)"
853339,"Electrical resistors: wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20W (excluding heating)"
853340,"Electrical resistors: variable, including rheostats and potentiometers (excluding heating)"
853390,Resistors: parts of the resistors of heading no. 8533
853400,Circuits: printed
853510,"Electrical apparatus: fuses, for a voltage exceeding 1000 volts"
853521,"Electrical apparatus: automatic circuit breakers, for a voltage exceeding 1000 volts but less than 72.5kV"
853529,"Electrical apparatus: automatic circuit breakers, for a voltage of 72.5kV or more"
853530,"Electrical apparatus: isolating and make-and-break switches, for a voltage exceeding 1000 volts"
853540,"Electrical apparatus: lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts)"
853590,"Electrical apparatus: n.e.s. in heading no. 8535, for switching or protecting electrical circuits, for a voltage exceeding 1000 volts"
853610,"Electrical apparatus: fuses, for a voltage not exceeding 1000 volts"
853620,"Electrical apparatus: automatic circuit breakers, for a voltage not exceeding 1000 volts"
853630,"Electrical apparatus: for protecting electrical circuits, n.e.s. in heading no. 8536, for a voltage not exceeding 1000 volts"
853641,"Electrical apparatus: relays, (for a voltage not exceeding 60 volts)"
853649,"Electrical apparatus: relays, for a voltage exceeding 60 volts"
853650,"Electrical apparatus: switches n.e.s. in heading no. 8536, for a voltage not exceeding 1000 volts"
853661,"Electrical apparatus: lamp-holders, for a voltage not exceeding 1000 volts"
853669,"Electrical apparatus: plugs and sockets, for a voltage not exceeding 1000 volts"
853690,"Electrical apparatus: n.e.s. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts"
853710,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts"
853720,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts"
853810,"Electrical apparatus: parts (eg boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus"
853890,"Electrical apparatus: parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537"
853910,Lamps: sealed beam units
853921,"Lamps: filament, (excluding ultra-violet or infra-red), tungsten halogen"
853922,"Lamps: filament, (excluding ultra-violet or infra-red), of a power not exceeding 200W and for a voltage exceeding 100 volts, other than tungsten halogen"
853929,"Lamps: filament, (excluding ultra-violet or infra-red), n.e.s. in item no. 8539.2"
853931,"Lamps: discharge, (excluding ultra-violet), fluorescent, hot cathode"
